"Date","Item Code","Item Desc","Category","Quantity","Total"
"42856.0","62","TORTILLA","Entries","16.0","1680.0"
"42856.0","63","TORTILLA ESP","Entries","18.0","2160.0"
"42856.0","66","WRAP CARNE","Sandwichs","14.0","2030.0"
"42856.0","65","WRAP POLLO","Sandwichs","13.0","1690.0"
"42856.0","64","WRAP VEGETA","Sandwichs","5.0","550.0"
"42887.0","29","ADICIONAL PANCE","Fries","3.0","375.0"
"42887.0","150","BAVIERA X 1","Tapas","4.0","580.0"
"42887.0","151","BAVIERA X 2","Tapas","8.0","2080.0"
"42887.0","59","BRUSQUETA HONG","Apetizers","8.0","805.0"
"42887.0","58","BRUSQUETAS CRUD","Apetizers","10.0","855.0"
"42887.0","73","C. CALABRESA","Pizzas","1.0","95.0"
"42887.0","78","C. CAPRESSE","Pizzas","3.0","290.0"
"42887.0","79","C. CRUDO RUCULA","Pizzas","2.0","210.0"
"42887.0","75","C. JAMON","Pizzas","1.0","100.0"
"42887.0","80","C. JAMON Y MORR","Pizzas","1.0","100.0"
"42887.0","77","C. MORRONES","Pizzas","1.0","95.0"
"42887.0","70","C. MUZZA","Pizzas","2.0","160.0"
"42887.0","74","C. ROQUEFORT","Pizzas","1.0","90.0"
"42887.0","49","CHOCOTORTA","Desserts","4.0","300.0"
"42887.0","50","COPA MELBA","Desserts","26.0","1950.0"
"42887.0","152","COSSAB X 1","Tapas","26.0","3780.0"
"42887.0","153","COSSAB X 2","Tapas","33.0","8990.0"
"42887.0","226","CUAD. DE MUZZA","Apetizers","40.0","4050.0"
"42887.0","188","CUADRIL COSSAB","Sandwichs","5.0","735.0"
"42887.0","189","CUDRIL VIKINGO","Sandwichs","14.0","2050.0"
"42887.0","23","ESPAÑOLAS PICAN","Fries","31.0","2645.0"
"42887.0","173","G. CALABRESA","Pizzas","5.0","850.0"
"42887.0","178","G. CAPRESSE","Pizzas","1.0","165.0"
"42887.0","179","G. CRUDO Y RUCU","Pizzas","4.0","745.0"
"42887.0","171","G. FUGAZZETA","Pizzas","2.0","335.0"
"42887.0","180","G. JAMON Y MORR","Pizzas","10.0","1905.0"
"42887.0","177","G. MORRONES","Pizzas","1.0","170.0"
"42887.0","170","G. MUZZA","Pizzas","12.0","1800.0"
"42887.0","172","G. NAPOLITANA","Pizzas","7.0","1170.0"
"42887.0","176","G. PROVOLONE","Pizzas","3.0","545.0"
"42887.0","174","G. ROQUEFORT","Pizzas","5.0","850.0"
"42887.0","236","HAMB ALEMANA","Hamburgers","20.0","2505.0"
"42887.0","231","HAMB ARGENTA","Hamburgers","7.0","880.0"
"42887.0","238","HAMB BRASILERA","Hamburgers","22.0","2760.0"
"42887.0","241","HAMB CALABAZA","Hamburgers","8.0","920.0"
"42887.0","239","HAMB CHARRUA","Hamburgers","15.0","1885.0"
"42887.0","230","HAMB COSSAB","Hamburgers","28.0","3515.0"
"42887.0","235","HAMB FRANCESA","Hamburgers","38.0","4765.0"
"42887.0","237","HAMB KANGREBURG","Hamburgers","78.0","9785.0"
"42887.0","243","HAMB LENTEJAS","Hamburgers","15.0","1735.0"
"42887.0","234","HAMB MEXICANA","Hamburgers","23.0","2875.0"
"42887.0","233","HAMB NORMANDA","Hamburgers","24.0","3020.0"
"42887.0","240","HAMB NORTEAMERI","Hamburgers","93.0","11665.0"
"42887.0","244","HAMB QUINOA","Hamburgers","20.0","2305.0"
